param n=100;
param m=4;
param K = 18;
param Q = 60;
param L =41;
param HC:= 
1 260.304
2 243.461
3 258.764
4 216.611;

param o:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100:=
4	30	106.3014581	205.9126028	0	44.72135955	28.28427125	106.3014581	30	76.15773106	102.9563014	90.55385138	58.30951895	50	108.1665383	110	100.4987562	92.19544457	156.5247584	156.2049935	121.6552506	92.19544457	147.6482306	180.2775638	107.7032961	138.9244399	114.0175425	86.02325267	80.62257748	56.56854249	136.0147051	114.0175425	130.3840481	67.08203932	70.71067812	136.0147051	41.23105626	78.10249676	89.4427191	141.4213562	98.48857802	193.1320792	72.80109889	78.10249676	80.62257748	72.11102551	122.0655562	126.4911064	41.23105626	203.9607805	180.2775638	170.8800749	183.8477631	143.1782106	178.8854382	70.71067812	40	155.241747	44.72135955	110	145.6021978	211.896201	84.85281374	130.3840481	174.642492	150	120.4159458	92.19544457	101.9803903	42.42640687	41.23105626	80.62257748	152.9705854	92.19544457	63.2455532	150	86.02325267	64.03124237	233.2380758	138.9244399	158.113883	80.62257748	167.6305461	184.3908891	161.245155	85.44003745	165.5294536	22.36067977	98.48857802	170	161.5549442	56.56854249	85.44003745	110	158.113883	122.0655562	126.4911064	28.28427125	127.2792206	53.85164807	177.2004515
5	72.80109889	130	161.245155	44.72135955	0	60	64.03124237	41.23105626	110.4536102	133.4166406	50.99019514	50.99019514	50	152.6433752	98.48857802	60.8276253	53.85164807	111.8033989	116.6190379	116.6190379	136.0147051	102.9563014	143.1782106	84.85281374	120.4159458	70.71067812	50.99019514	120.4159458	20	122.0655562	139.2838828	158.113883	41.23105626	42.42640687	108.1665383	67.08203932	36.05551275	72.11102551	161.245155	110	166.4331698	117.0469991	122.0655562	125.2996409	63.2455532	136.0147051	170.8800749	10	170.8800749	136.0147051	126.4911064	139.2838828	111.8033989	134.1640786	94.86832981	72.11102551	125.2996409	63.2455532	72.80109889	116.6190379	167.6305461	107.7032961	142.126704	143.1782106	111.8033989	160.3121954	50	60	70.71067812	85.44003745	90	120.8304597	125.2996409	82.46211251	194.1648784	114.0175425	30	188.6796226	167.6305461	130.3840481	67.08203932	138.9244399	141.4213562	116.6190379	122.0655562	142.126704	50	70	148.6606875	136.0147051	82.46211251	60.8276253	151.3274595	114.0175425	78.10249676	100	44.72135955	147.6482306	36.05551275	133.4166406
6	22.36067977	78.10249676	215.4065923	28.28427125	60	0	111.8033989	22.36067977	50.99019514	76.15773106	110.4536102	86.02325267	78.10249676	106.3014581	92.19544457	120.4159458	94.33981132	167.6305461	156.2049935	100	80.62257748	158.113883	202.2374842	134.1640786	166.4331698	130.3840481	86.02325267	92.19544457	63.2455532	164.0121947	86.02325267	102.9563014	64.03124237	94.86832981	161.5549442	67.08203932	85.44003745	116.6190379	113.137085	125.2996409	219.317122	64.03124237	80.62257748	78.10249676	100	94.33981132	116.6190379	60.8276253	228.035085	187.8829423	184.3908891	196.468827	167.6305461	189.7366596	94.86832981	63.2455532	180.2775638	72.11102551	131.5294644	170.8800749	225.6102835	56.56854249	102.9563014	199.2485885	171.1724277	100.4987562	110	120	14.14213562	36.05551275	108.1665383	177.2004515	110	89.4427191	148.6606875	58.30951895	67.08203932	241.6609195	111.8033989	183.8477631	108.1665383	193.1320792	200.9975124	170.8800749	100.4987562	192.3538406	10	92.19544457	197.2308292	187.8829423	28.28427125	78.10249676	92.19544457	172.626765	130	152.3154621	56.56854249	98.99494937	50	192.3538406
7	130.3840481	160	104.4030651	106.3014581	64.03124237	111.8033989	0	89.4427191	155.241747	171.1724277	60.8276253	104.4030651	107.7032961	214.0093456	89.4427191	63.2455532	20	60	53.85164807	111.8033989	192.3538406	50	128.0624847	111.8033989	145.6021978	50	30	184.3908891	50	152.9705854	170	190	50.99019514	80.62257748	120.8304597	130.3840481	28.28427125	110	182.4828759	164.924225	172.0465053	174.9285568	184.3908891	186.0107524	111.8033989	152.9705854	228.2542442	72.11102551	162.788206	76.15773106	80.62257748	90	116.6190379	80.62257748	156.5247584	136.0147051	130.3840481	125.2996409	76.15773106	125.2996409	120	140.3566885	155.241747	142.126704	98.99494937	208.8061302	50.99019514	53.85164807	117.0469991	144.222051	145.6021978	122.0655562	188.6796226	143.1782106	256.1249695	151.3274595	44.72135955	130	200	138.9244399	110.4536102	144.222051	104.4030651	60.8276253	186.0107524	156.5247584	102.9563014	44.72135955	165.5294536	147.6482306	123.6931688	50.99019514	202.4845673	72.80109889	20	117.0469991	108.1665383	171.1724277	63.2455532	92.19544457
8	42.42640687	89.4427191	193.1320792	30	41.23105626	22.36067977	89.4427191	0	70	92.19544457	92.19544457	78.10249676	72.11102551	127.2792206	80	101.9803903	72.11102551	145.6021978	134.5362405	92.19544457	102.9563014	136.0147051	184.3908891	122.0655562	156.2049935	110	64.03124237	107.7032961	41.23105626	155.5634919	98.48857802	117.0469991	42.42640687	80.62257748	147.6482306	70.71067812	63.2455532	106.3014581	122.0655562	126.4911064	205.9126028	86.02325267	100	98.99494937	92.19544457	98.99494937	138.9244399	44.72135955	211.896201	165.5294536	162.788206	174.642492	152.3154621	167.6305461	100.4987562	70	165.5294536	72.80109889	114.0175425	156.5247584	203.9607805	67.08203932	106.3014581	183.8477631	152.9705854	121.6552506	90.55385138	100.4987562	30	56.56854249	107.7032961	161.5549442	121.6552506	92.19544457	169.7056275	72.80109889	44.72135955	219.317122	126.4911064	170	98.99494937	178.8854382	180.2775638	148.6606875	114.0175425	180.2775638	14.14213562	72.11102551	186.0107524	174.9285568	41.23105626	58.30951895	114.0175425	151.3274595	107.7032961	138.9244399	53.85164807	108.1665383	28.28427125	171.1724277
9	50	41.23105626	259.6150997	76.15773106	110.4536102	50.99019514	155.241747	70	0	28.28427125	161.245155	134.1640786	125.2996409	92.19544457	106.3014581	171.1724277	136.0147051	213.7755833	192.3538406	102.9563014	53.85164807	203.9607805	253.179778	183.8477631	214.7091055	180	126.4911064	104.4030651	110.4536102	210.9502311	44.72135955	56.56854249	104.4030651	145.6021978	211.896201	106.3014581	131.5294644	165.5294536	76.15773106	162.788206	269.2582404	50	80.62257748	70	147.6482306	70	86.02325267	111.8033989	278.9265136	230.8679276	231.9482701	243.3105012	218.4032967	235.3720459	128.0624847	98.99494937	230.8679276	114.0175425	182.4828759	221.3594362	272.9468813	31.6227766	80	250	222.0360331	53.85164807	160.3121954	170.2938637	40	50	148.6606875	228.035085	130	127.2792206	130	20	111.8033989	284.6049894	64.03124237	234.0939982	156.5247584	243.5159132	250.1999201	215.8703314	117.0469991	241.6609195	60.8276253	125.2996409	245.9674775	237.6972865	31.6227766	111.8033989	50	220.9072203	174.642492	202.4845673	102.9563014	63.2455532	92.19544457	240.8318916
10	78.10249676	22.36067977	274.5906044	102.9563014	133.4166406	76.15773106	171.1724277	92.19544457	28.28427125	0	184.3908891	161.245155	152.6433752	110	108.1665383	194.1648784	151.3274595	230.8679276	202.4845673	98.99494937	70	220.9072203	276.5863337	210.2379604	241.8677324	200.9975124	141.4213562	130	130.3840481	238.5372088	20	28.28427125	120.4159458	170.8800749	237.6972865	134.5362405	150	192.3538406	50.99019514	191.0497317	295.4657341	72.80109889	104.4030651	92.19544457	174.9285568	53.85164807	94.86832981	136.0147051	303.644529	245.1530134	250.1999201	260.7680962	243.5159132	251.7935662	156.2049935	127.2792206	256.3201124	142.126704	206.1552813	246.9817807	290.6888371	31.6227766	63.2455532	275.1363298	245.1530134	50	182.4828759	192.3538406	63.2455532	78.10249676	176.9180601	252.9822128	156.5247584	155.5634919	143.1782106	20	130	298.3286778	36.05551275	260	183.5755975	269.2582404	270.1851217	231.9482701	143.1782106	268.3281573	85.44003745	136.0147051	272.9468813	264.0075756	50.99019514	123.6931688	53.85164807	240	191.0497317	228.4731932	130.3840481	40	110	260
11	120.4159458	180.2775638	127.2792206	90.55385138	50.99019514	110.4536102	60.8276253	92.19544457	161.245155	184.3908891	0	56.56854249	64.03124237	193.1320792	134.5362405	10	67.08203932	78.10249676	110.4536102	155.5634919	182.4828759	72.11102551	92.19544457	50.99019514	85.44003745	28.28427125	72.11102551	152.6433752	58.30951895	92.19544457	189.7366596	208.8061302	78.10249676	28.28427125	64.03124237	94.33981132	50	50.99019514	210.2379604	111.8033989	120.4159458	162.788206	161.5549442	167.6305461	58.30951895	183.5755975	215.8703314	50	120.8304597	108.1665383	86.02325267	100	64.03124237	98.99494937	113.137085	102.9563014	78.10249676	86.02325267	22.36067977	70.71067812	125.2996409	158.113883	188.6796226	94.33981132	60.8276253	210	10	14.14213562	121.6552506	131.5294644	94.33981132	72.11102551	148.6606875	98.99494937	232.594067	164.924225	64.03124237	155.5634919	218.4032967	84.85281374	53.85164807	92.19544457	94.86832981	86.02325267	150	100	100.4987562	94.33981132	108.1665383	92.19544457	133.4166406	92.19544457	200.2498439	72.11102551	60.8276253	58.30951895	76.15773106	196.977156	80.62257748	89.4427191
12	85.44003745	164.0121947	183.8477631	58.30951895	50.99019514	86.02325267	104.4030651	78.10249676	134.1640786	161.245155	56.56854249	0	10	143.1782106	148.6606875	64.03124237	100.4987562	134.5362405	158.113883	165.5294536	140.3566885	128.0624847	131.5294644	50.99019514	80.62257748	84.85281374	100	98.48857802	70.71067812	78.10249676	172.0465053	188.6796226	92.19544457	28.28427125	80.62257748	41.23105626	80.62257748	31.6227766	198.4943324	60.8276253	136.0147051	120.4159458	111.8033989	120.4159458	14.14213562	176.9180601	170.2938637	41.23105626	150.3329638	164.0121947	142.126704	156.2049935	90	155.5634919	56.56854249	50.99019514	100.4987562	31.6227766	67.08203932	90.55385138	180.2775638	142.126704	184.3908891	120.4159458	104.4030651	174.642492	64.03124237	70.71067812	100	92.19544457	41.23105626	100	92.19544457	42.42640687	180.2775638	144.222051	80.62257748	212.1320344	197.2308292	101.9803903	22.36067977	111.8033989	147.6482306	142.126704	94.33981132	107.7032961	78.10249676	120.4159458	111.8033989	104.4030651	114.0175425	111.8033989	162.788206	128.0624847	111.8033989	70.71067812	31.6227766	184.3908891	85.44003745	144.222051
13	76.15773106	156.2049935	191.0497317	50	50	78.10249676	107.7032961	72.11102551	125.2996409	152.6433752	64.03124237	10	0	133.4166406	145.6021978	72.11102551	101.9803903	141.4213562	161.5549442	161.5549442	130.3840481	134.5362405	141.4213562	60.8276253	89.4427191	92.19544457	100.4987562	89.4427191	70	86.02325267	164.0121947	180.2775638	90.55385138	36.05551275	90.55385138	31.6227766	82.46211251	41.23105626	191.0497317	60	145.6021978	110.4536102	101.9803903	110.4536102	22.36067977	170.2938637	160.3121954	40	160.3121954	170.2938637	150	164.0121947	100	162.788206	50	41.23105626	110.4536102	22.36067977	76.15773106	100.4987562	188.6796226	134.5362405	178.0449381	130.3840481	114.0175425	164.924225	70.71067812	78.10249676	92.19544457	82.46211251	40	110	84.85281374	36.05551275	170.8800749	136.0147051	80	219.317122	188.6796226	111.8033989	31.6227766	121.6552506	156.5247584	148.6606875	86.02325267	117.0469991	70.71067812	120	120.8304597	114.0175425	106.3014581	110.4536102	152.9705854	136.0147051	116.6190379	80.62257748	22.36067977	176.9180601	82.46211251	152.6433752
14	84.85281374	130.3840481	313.8470965	108.1665383	152.6433752	106.3014581	214.0093456	127.2792206	92.19544457	110	193.1320792	143.1782106	133.4166406	0	192.3538406	202.4845673	198.4943324	264.1968963	261.7250466	193.1320792	40	255.5386468	274.5906044	191.0497317	210.2379604	219.317122	191.0497317	50.99019514	164.0121947	200.9975124	130	131.5294644	169.7056275	167.6305461	220.9072203	101.9803903	186.0107524	171.1724277	160.3121954	133.4166406	270.1851217	44.72135955	31.6227766	28.28427125	151.3274595	161.245155	36.05551275	147.6482306	290.6888371	288.444102	277.3084925	290.6888371	231.9482701	286.5309756	100.4987562	92.19544457	240.8318916	111.8033989	208.8061302	230.8679276	317.8049716	123.6931688	171.1724277	260.7680962	247.3863375	76.15773106	196.977156	206.1552813	108.1665383	70.71067812	130.3840481	241.8677324	76.15773106	110	42.42640687	111.8033989	170.2938637	341.3209633	133.4166406	240.208243	161.245155	250.1999201	287.923601	269.2582404	63.2455532	240.208243	113.137085	198.4943324	240.8318916	240	111.8033989	184.3908891	63.2455532	264.0075756	230.2172887	210.9502311	117.0469991	150	155.5634919	282.3118843
15	114.0175425	89.4427191	180.2775638	110	98.48857802	92.19544457	89.4427191	80	106.3014581	108.1665383	134.5362405	148.6606875	145.6021978	192.3538406	0	141.4213562	72.11102551	145.6021978	100.4987562	22.36067977	158.113883	136.0147051	216.3330765	180.2775638	216.3330765	136.0147051	64.03124237	184.3908891	80.62257748	219.544984	98.48857802	117.0469991	58.30951895	138.9244399	198.4943324	150.3329638	84.85281374	170	100.4987562	203.9607805	254.5584412	147.6482306	170.8800749	165.5294536	161.5549442	70.71067812	192.0937271	107.7032961	250	150.3329638	167.6305461	174.642492	197.9898987	162.788206	180.2775638	150	212.1320344	151.3274595	155.5634919	205.1828453	203.9607805	78.10249676	70	226.715681	186.0107524	156.2049935	127.2792206	134.5362405	85.44003745	126.4911064	184.3908891	205.1828453	200.9975124	171.1724277	233.2380758	92.19544457	72.11102551	200.2498439	126.4911064	219.317122	165.5294536	226.27417	193.1320792	143.1782106	192.3538406	234.3074903	90.55385138	44.72135955	242.0743687	226.715681	80.62257748	42.42640687	155.5634919	161.5549442	107.7032961	192.0937271	131.5294644	92.19544457	63.2455532	180.2775638
16	130.3840481	189.7366596	120.4159458	100.4987562	60.8276253	120.4159458	63.2455532	101.9803903	171.1724277	194.1648784	10	64.03124237	72.11102551	202.4845673	141.4213562	0	72.11102551	72.11102551	110	162.788206	192.3538406	67.08203932	82.46211251	50	82.46211251	22.36067977	78.10249676	161.245155	67.08203932	90.55385138	199.2485885	218.4032967	86.02325267	36.05551275	58.30951895	102.9563014	56.56854249	53.85164807	219.317122	116.6190379	113.137085	172.626765	170.8800749	177.2004515	64.03124237	192.3538406	225.6102835	60	111.8033989	102.9563014	78.10249676	92.19544457	56.56854249	92.19544457	120.4159458	111.8033989	70.71067812	94.33981132	14.14213562	64.03124237	116.6190379	167.6305461	197.2308292	86.02325267	50.99019514	220	14.14213562	10	131.5294644	141.4213562	100	64.03124237	156.2049935	106.3014581	241.6609195	174.642492	72.11102551	148.6606875	228.035085	78.10249676	58.30951895	84.85281374	85.44003745	80.62257748	158.113883	94.33981132	110.4536102	100	102.9563014	86.02325267	143.1782106	98.99494937	210.2379604	64.03124237	60	53.85164807	85.44003745	206.1552813	89.4427191	80.62257748
17	114.0175425	140	123.6931688	92.19544457	53.85164807	94.33981132	20	72.11102551	136.0147051	151.3274595	67.08203932	100.4987562	101.9803903	198.4943324	72.11102551	72.11102551	0	80	64.03124237	94.33981132	174.9285568	70	144.222051	117.0469991	152.3154621	64.03124237	10	172.0465053	36.05551275	158.113883	150	170	31.6227766	80.62257748	130.3840481	120.8304597	20	111.8033989	162.788206	161.245155	184.3908891	158.113883	169.7056275	170.2938637	110	133.4166406	210.9502311	63.2455532	178.0449381	94.86832981	100.4987562	110	128.0624847	100.4987562	148.6606875	125.2996409	142.126704	117.0469991	86.02325267	136.0147051	140	120.4159458	136.0147051	155.5634919	114.0175425	189.7366596	58.30951895	64.03124237	98.48857802	128.0624847	141.4213562	134.5362405	178.8854382	136.0147051	240.8318916	131.5294644	28.28427125	148.6606875	180	150	110.4536102	156.2049935	123.6931688	80.62257748	174.9285568	166.4331698	86.02325267	28.28427125	174.9285568	158.113883	104.4030651	31.6227766	183.8477631	92.19544457	40	125.2996409	98.48857802	151.3274595	44.72135955	111.8033989
18	183.8477631	220	50	156.5247584	111.8033989	167.6305461	60	145.6021978	213.7755833	230.8679276	78.10249676	134.5362405	141.4213562	264.1968963	145.6021978	72.11102551	80	0	64.03124237	167.6305461	246.9817807	10	89.4427191	117.0469991	141.4213562	50	90	228.035085	104.4030651	152.9705854	230	250	110.4536102	106.3014581	110.4536102	170.2938637	82.46211251	125.2996409	241.8677324	188.6796226	145.6021978	228.4731932	233.2380758	237.0653918	136.0147051	212.1320344	282.3118843	116.6190379	125.2996409	31.6227766	22.36067977	30	100	22.36067977	191.0497317	178.0449381	110.4536102	162.788206	76.15773106	110	60	200.2498439	213.7755833	114.0175425	70.71067812	266.8332813	70.71067812	64.03124237	174.642492	196.977156	172.0465053	100.4987562	226.27417	176.9180601	305.2867504	210.9502311	101.9803903	78.10249676	260	120.4159458	130.3840481	121.6552506	50	10	226.715681	140.3566885	158.113883	101.9803903	150.3329638	130.3840481	182.4828759	110.4536102	259.6150997	22.36067977	40	111.8033989	150	230.8679276	121.6552506	36.05551275
19	176.9180601	186.8154169	82.46211251	156.2049935	116.6190379	156.2049935	53.85164807	134.5362405	192.3538406	202.4845673	110.4536102	158.113883	161.5549442	261.7250466	100.4987562	110	64.03124237	64.03124237	0	120	236.0084744	58.30951895	152.6433752	160	191.0497317	90.55385138	70.71067812	236.0084744	100	200.2498439	196.468827	215.8703314	92.19544457	133.4166406	162.788206	183.5755975	80.62257748	161.245155	200.9975124	218.4032967	206.1552813	220.2271555	233.4523506	233.4523506	164.924225	171.1724277	272.0294102	125.2996409	188.6796226	53.85164807	84.85281374	86.02325267	155.241747	72.11102551	210.2379604	188.6796226	167.6305461	178.8854382	120.4159458	164.924225	111.8033989	170.8800749	170.2938637	174.642492	130	245.9674775	100.4987562	100	158.113883	191.0497317	199.2485885	158.113883	241.8677324	196.977156	304.1381265	183.8477631	92.19544457	100	225.6102835	177.2004515	162.788206	180.2775638	113.137085	56.56854249	238.5372088	196.468827	148.6606875	67.08203932	206.1552813	186.8154169	161.245155	80.62257748	241.8677324	86.02325267	50	161.245155	161.245155	192.3538406	106.3014581	98.99494937
20	120.4159458	78.10249676	200.9975124	121.6552506	116.6190379	100	111.8033989	92.19544457	102.9563014	98.99494937	155.5634919	165.5294536	161.5549442	193.1320792	22.36067977	162.788206	94.33981132	167.6305461	120	0	156.5247584	158.113883	238.5372088	200	236.0084744	158.113883	86.02325267	191.0497317	100	238.5372088	86.02325267	102.9563014	78.10249676	158.113883	219.317122	162.788206	106.3014581	188.6796226	82.46211251	218.4032967	275.8622845	148.6606875	174.642492	167.6305461	178.8854382	53.85164807	188.6796226	125.2996409	272.0294102	171.1724277	189.7366596	196.468827	219.317122	184.3908891	192.3538406	161.245155	233.4523506	164.924225	176.9180601	226.27417	225.6102835	72.11102551	50.99019514	248.394847	208.0865205	148.6606875	148.6606875	156.2049935	90.55385138	131.5294644	199.2485885	226.715681	210	184.3908891	232.594067	86.02325267	92.19544457	220	111.8033989	240.4163056	183.5755975	247.5883681	215.4065923	164.924225	200.2498439	254.9509757	100.4987562	67.08203932	262.488095	247.5883681	82.46211251	64.03124237	150	183.8477631	130	212.6029163	145.6021978	76.15773106	80.62257748	202.4845673
