param n=100;
param m=6;
param K = 18;
param Q = 60;
param L =38;
param HC:=
1 226.378
2 268.897
3 218.541
4 245.383
5 167.406
6 225.084;

param o:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100:=
4	128.0624847	50	241.8677324	0	72.11102551	136.0147051	180.2775638	100.4987562	41.23105626	230.8679276	10	111.8033989	80.62257748	158.113883	130.3840481	240.208243	110.4536102	287.923601	41.23105626	161.5549442	120.4159458	120.8304597	72.11102551	122.0655562	152.6433752	150	141.4213562	205.1828453	220.9072203	155.5634919	200.2498439	82.46211251	228.035085	10	174.642492	210.2379604	228.035085	90	180.2775638	94.86832981	177.2004515	152.6433752	253.179778	220	189.7366596	176.9180601	252.9822128	246.9817807	120	86.02325267	110	222.0360331	145.6021978	140.3566885	117.0469991	70.71067812	116.6190379	64.03124237	130	100.4987562	22.36067977	237.6972865	104.4030651	281.7800561	237.0653918	22.36067977	219.317122	130.3840481	134.5362405	141.4213562	20	90.55385138	36.05551275	190.2629759	90.55385138	106.3014581	191.0497317	240.208243	158.113883	107.7032961	111.8033989	226.715681	78.10249676	228.035085	133.4166406	250.7987241	210.9502311	40	114.0175425	223.6067977	186.8154169	100.4987562	76.15773106	191.0497317	101.9803903	36.05551275	152.9705854	230.2172887	200.2498439	202.4845673
5	63.2455532	22.36067977	193.1320792	72.11102551	0	64.03124237	108.1665383	92.19544457	53.85164807	162.788206	64.03124237	125.2996409	53.85164807	127.2792206	86.02325267	182.4828759	86.02325267	218.4032967	111.8033989	92.19544457	50	50.99019514	28.28427125	60.8276253	80.62257748	78.10249676	72.11102551	134.5362405	170.8800749	86.02325267	148.6606875	28.28427125	188.6796226	80.62257748	110	158.113883	161.245155	78.10249676	130	76.15773106	110.4536102	92.19544457	206.1552813	164.924225	121.6552506	106.3014581	184.3908891	177.2004515	72.11102551	90.55385138	64.03124237	160.3121954	141.4213562	94.33981132	94.33981132	110.4536102	60	134.5362405	108.1665383	64.03124237	64.03124237	167.6305461	67.08203932	210.2379604	165.5294536	50	148.6606875	58.30951895	67.08203932	82.46211251	63.2455532	86.02325267	106.3014581	139.2838828	42.42640687	36.05551275	131.5294644	186.8154169	110.4536102	63.2455532	60.8276253	155.5634919	100.4987562	156.2049935	94.86832981	180.2775638	161.5549442	60	50.99019514	178.8854382	150	78.10249676	14.14213562	120.4159458	72.11102551	92.19544457	90.55385138	177.2004515	143.1782106	133.4166406
6	36.05551275	86.02325267	170.2938637	136.0147051	64.03124237	0	44.72135955	121.6552506	114.0175425	110.4536102	128.0624847	161.245155	94.86832981	136.0147051	92.19544457	147.6482306	104.4030651	161.245155	174.9285568	44.72135955	20	30	72.80109889	44.72135955	20	14.14213562	22.36067977	72.11102551	148.6606875	30	127.2792206	67.08203932	178.0449381	144.222051	72.11102551	134.5362405	111.8033989	110.4536102	114.0175425	111.8033989	67.08203932	58.30951895	184.3908891	136.0147051	72.80109889	44.72135955	130	120.4159458	80.62257748	136.0147051	80	120.8304597	161.5549442	94.86832981	120	162.788206	53.85164807	198.4943324	120.8304597	90.55385138	127.2792206	110.4536102	82.46211251	148.6606875	104.4030651	114.0175425	86.02325267	10	28.28427125	67.08203932	125.2996409	120.4159458	170.2938637	120.4159458	72.80109889	31.6227766	100	158.113883	92.19544457	72.80109889	63.2455532	92.19544457	152.3154621	92.19544457	94.33981132	121.6552506	141.4213562	117.0469991	50	162.788206	147.6482306	101.9803903	64.03124237	58.30951895	92.19544457	152.3154621	64.03124237	150	114.0175425	80.62257748
7	70	130.3840481	158.113883	180.2775638	108.1665383	44.72135955	0	160	155.5634919	76.15773106	172.0465053	200	130.3840481	150	111.8033989	127.2792206	140.3566885	120	219.544984	40	63.2455532	64.03124237	117.0469991	80	28.28427125	31.6227766	50	40	138.9244399	41.23105626	120.8304597	106.3014581	174.642492	188.6796226	63.2455532	125.2996409	80.62257748	150.3329638	114.0175425	143.1782106	53.85164807	76.15773106	172.0465053	122.0655562	50	28.28427125	92.19544457	80.62257748	104.4030651	170	107.7032961	98.99494937	194.1648784	110.4536102	145.6021978	206.1552813	90	242.0743687	152.9705854	120.8304597	170.2938637	70.71067812	120	104.4030651	60.8276253	158.113883	50.99019514	50	60	80.62257748	170	160.3121954	214.0093456	117.0469991	108.1665383	76.15773106	89.4427191	142.126704	111.8033989	110	100	53.85164807	188.6796226	50	123.6931688	80	134.1640786	161.5549442	80.62257748	156.5247584	152.9705854	140	106.3014581	31.6227766	130	196.977156	70	136.0147051	102.9563014	50
8	90	86.02325267	281.7800561	100.4987562	92.19544457	121.6552506	160	0	120.8304597	231.9482701	101.9803903	40	142.126704	219.317122	178.0449381	265.7066051	22.36067977	280	114.0175425	164.924225	101.9803903	130	64.03124237	80	141.4213562	130.3840481	110	164.924225	259.4224354	120.4159458	237.0653918	120.4159458	280.1785145	100	189.7366596	245.9674775	233.4523506	14.14213562	219.544984	164.0121947	186.8154169	94.86832981	295.2964612	250.7987241	194.1648784	141.4213562	250.7987241	240.208243	164.0121947	170	156.2049935	240.4163056	50	186.0107524	184.3908891	64.03124237	70	152.9705854	31.6227766	155.5634919	114.0175425	230.2172887	40	261.7250466	220.2271555	94.86832981	177.2004515	123.6931688	100	170	80.62257748	10	130.3840481	228.2542442	134.5362405	94.86832981	215.4065923	273.1300057	78.10249676	50	60	186.8154169	170.8800749	194.1648784	50	240	250.5992817	60.8276253	138.9244399	269.2582404	242.0743687	20	106.3014581	152.9705854	30	82.46211251	174.642492	264.0075756	228.4731932	202.2374842
9	117.0469991	40	200.9975124	41.23105626	53.85164807	114.0175425	155.5634919	120.8304597	0	196.977156	31.6227766	142.126704	40	117.0469991	90	200.9975124	123.6931688	254.9509757	80	130.3840481	102.9563014	92.19544457	70	114.0175425	127.2792206	128.0624847	125.2996409	186.0107524	180.2775638	138.9244399	160	50	186.8154169	50.99019514	139.2838828	170	193.1320792	107.7032961	140	53.85164807	143.1782106	145.6021978	212.1320344	180.2775638	156.5247584	158.113883	219.317122	214.7091055	80.62257748	50	70.71067812	184.3908891	170	100	76.15773106	108.1665383	111.8033989	89.4427191	145.6021978	60	20	205.9126028	110.4536102	252.3885893	208.0865205	28.28427125	200	106.3014581	120.8304597	104.4030651	50	111.8033989	63.2455532	150	53.85164807	89.4427191	152.9705854	200	160.3121954	110	110.4536102	206.1552813	50.99019514	205.1828453	140.3566885	219.544984	170.2938637	64.03124237	80.62257748	182.4828759	145.6021978	114.0175425	50	172.0465053	111.8033989	76.15773106	117.0469991	190	161.245155	170
10	143.1782106	184.3908891	101.9803903	230.8679276	162.788206	110.4536102	76.15773106	231.9482701	196.977156	0	221.3594362	271.6615541	161.245155	138.9244399	120.4159458	63.2455532	213.7755833	58.30951895	272.0294102	70.71067812	130.3840481	111.8033989	180.2775638	152.9705854	90.55385138	101.9803903	123.6931688	98.99494937	90	117.0469991	82.46211251	148.6606875	130	240.4163056	58.30951895	80.62257748	10	220.9072203	89.4427191	164.0121947	53.85164807	152.3154621	114.0175425	70	41.23105626	102.9563014	22.36067977	22.36067977	122.0655562	192.0937271	130.3840481	40	269.2582404	113.137085	155.5634919	270.7397274	162.788206	286.3564213	228.035085	144.222051	215.4065923	20	192.3538406	67.08203932	41.23105626	208.8061302	100	110	133.4166406	94.33981132	225.6102835	230.8679276	260	85.44003745	143.1782106	140	58.30951895	82.46211251	187.8829423	182.4828759	172.626765	94.33981132	214.0093456	80.62257748	199.2485885	31.6227766	90.55385138	222.0360331	117.0469991	110	126.4911064	212.1320344	155.241747	100	202.2374842	254.9509757	80.62257748	80.62257748	63.2455532	30
11	122.0655562	42.42640687	231.9482701	10	64.03124237	128.0624847	172.0465053	101.9803903	31.6227766	221.3594362	0	116.6190379	70.71067812	148.6606875	120.4159458	230.2172887	110	278.5677655	50.99019514	152.3154621	113.137085	111.8033989	67.08203932	116.6190379	144.222051	142.126704	134.5362405	197.9898987	210.9502311	148.6606875	190.2629759	72.80109889	218.4032967	20	164.924225	200.2498439	218.4032967	90.55385138	170.2938637	85.44003745	167.6305461	147.6482306	243.3105012	210	180.2775638	169.7056275	243.5159132	237.6972865	110	78.10249676	100	212.1320344	148.6606875	130.3840481	107.7032961	78.10249676	111.8033989	70.71067812	130.3840481	90.55385138	14.14213562	228.4731932	101.9803903	272.9468813	228.2542442	14.14213562	212.1320344	122.0655562	128.0624847	131.5294644	22.36067977	92.19544457	42.42640687	180.2775638	80.62257748	98.99494937	181.1077028	230.2172887	155.241747	104.4030651	107.7032961	219.317122	72.11102551	220.2271555	131.5294644	241.6609195	200.9975124	41.23105626	104.4030651	213.7755833	177.2004515	100	67.08203932	183.8477631	100.4987562	44.72135955	143.1782106	220.2271555	190.2629759	193.1320792
12	130	114.0175425	317.8049716	111.8033989	125.2996409	161.245155	200	40	142.126704	271.6615541	116.6190379	0	170.2938637	250	210.9502311	303.644529	60.8276253	320	110.4536102	203.9607805	141.4213562	167.6305461	98.48857802	120	181.1077028	170.2938637	150	203.9607805	295.4657341	160.3121954	273.1300057	152.6433752	313.8470965	107.7032961	228.035085	282.3118843	272.9468813	50.99019514	254.9509757	191.0497317	225.6102835	133.4166406	331.0589071	287.923601	233.4523506	181.1077028	290.6888371	280.1785145	197.2308292	192.0937271	188.6796226	278.9265136	41.23105626	219.544984	212.6029163	50	110	150.3329638	58.30951895	186.0107524	130.3840481	270.1851217	80	301.4962686	260.1922366	114.0175425	215.8703314	162.788206	140	206.1552813	94.33981132	41.23105626	133.4166406	264.0075756	166.4331698	133.4166406	252.9822128	310.1612484	111.8033989	90	100	225.6102835	188.6796226	233.4523506	85.44003745	280	286.3564213	78.10249676	174.642492	304.1381265	274.5906044	60	138.9244399	192.3538406	70	82.46211251	211.896201	300.8321791	265.7066051	241.8677324
13	110	56.56854249	161.245155	80.62257748	53.85164807	94.86832981	130.3840481	142.126704	40	161.245155	70.71067812	170.2938637	0	80.62257748	50	161.245155	138.9244399	219.544984	120	98.99494937	90.55385138	67.08203932	80.62257748	110.4536102	102.9563014	107.7032961	111.8033989	165.5294536	140.3566885	123.6931688	120	30	148.6606875	90.55385138	102.9563014	130	156.5247584	128.0624847	100	22.36067977	108.1665383	140	172.626765	140.3566885	122.0655562	139.2838828	183.5755975	180.2775638	41.23105626	41.23105626	31.6227766	145.6021978	192.0937271	60	42.42640687	143.1782106	111.8033989	126.4911064	161.245155	20	60	172.0465053	120.8304597	220.2271555	176.9180601	63.2455532	178.8854382	85.44003745	110.4536102	67.08203932	85.44003745	134.5362405	101.9803903	110	22.36067977	80	114.0175425	160	162.788206	117.0469991	114.0175425	183.5755975	58.30951895	180.2775638	148.6606875	186.0107524	130.3840481	94.33981132	50	143.1782106	107.7032961	130.3840481	41.23105626	152.3154621	125.2996409	114.0175425	80.62257748	150	121.6552506	136.0147051
14	165.5294536	136.0147051	92.19544457	158.113883	127.2792206	136.0147051	150	219.317122	117.0469991	138.9244399	148.6606875	250	80.62257748	0	44.72135955	108.1665383	212.6029163	192.0937271	194.1648784	110	143.1782106	107.7032961	155.5634919	170	131.5294644	143.1782106	158.113883	190	76.15773106	164.924225	64.03124237	98.99494937	70.71067812	167.6305461	92.19544457	72.11102551	130.3840481	205.1828453	50	63.2455532	101.9803903	193.1320792	100.4987562	86.02325267	114.0175425	171.1724277	158.113883	161.245155	58.30951895	80	64.03124237	106.3014581	268.7005769	41.23105626	41.23105626	223.6067977	174.9285568	190	234.3074903	64.03124237	136.0147051	156.5247584	192.0937271	205.9126028	170.8800749	143.1782106	200.2498439	126.4911064	161.5549442	70.71067812	165.5294536	212.6029163	171.1724277	56.56854249	84.85281374	138.9244399	80.62257748	98.48857802	223.6067977	186.0107524	180.2775638	200.9975124	100.4987562	192.3538406	216.3330765	170	67.08203932	174.9285568	89.4427191	70.71067812	30	205.1828453	113.137085	180.2775638	198.4943324	193.1320792	80	89.4427191	78.10249676	126.4911064
15	120.8304597	98.48857802	111.8033989	130.3840481	86.02325267	92.19544457	111.8033989	178.0449381	90	120.4159458	120.4159458	210.9502311	50	44.72135955	0	111.8033989	169.7056275	178.0449381	170	72.80109889	98.48857802	63.2455532	114.0175425	125.2996409	90	100.4987562	114.0175425	151.3274595	90.55385138	121.6552506	70	58.30951895	102.9563014	140.3566885	64.03124237	80	114.0175425	164.0121947	50	44.72135955	72.11102551	148.6606875	123.6931688	90.55385138	86.02325267	130	142.126704	141.4213562	14.14213562	72.11102551	22.36067977	98.48857802	226.715681	10	36.05551275	189.7366596	130.3840481	174.642492	191.0497317	30	110	134.5362405	148.6606875	184.3908891	144.222051	111.8033989	162.788206	82.46211251	117.0469991	31.6227766	133.4166406	172.0465053	151.3274595	60	44.72135955	94.33981132	67.08203932	110	178.8854382	142.126704	136.0147051	164.924225	94.33981132	158.113883	172.0465053	148.6606875	80.62257748	139.2838828	44.72135955	94.86832981	64.03124237	162.788206	72.11102551	140.3566885	155.5634919	162.788206	44.72135955	100	72.80109889	100
16	183.5755975	200.9975124	40	240.208243	182.4828759	147.6482306	127.2792206	265.7066051	200.9975124	63.2455532	230.2172887	303.644529	161.245155	108.1665383	111.8033989	0	250.7987241	94.86832981	280.713377	102.9563014	165.5294536	136.0147051	206.1552813	192.3538406	130.3840481	144.222051	166.4331698	158.113883	36.05551275	164.0121947	44.72135955	160.3121954	72.80109889	250.1999201	76.15773106	36.05551275	53.85164807	252.9822128	63.2455532	155.241747	80.62257748	200	50.99019514	22.36067977	78.10249676	155.5634919	70	80.62257748	120.4159458	180.2775638	130.3840481	28.28427125	308.7069808	101.9803903	139.2838828	292.7456234	201.246118	286.3564213	268.3281573	141.4213562	220.9072203	82.46211251	228.4731932	120.4159458	104.4030651	220	161.245155	143.1782106	174.9285568	100.4987562	240.208243	262.488095	263.0589288	53.85164807	150	170.8800749	50.99019514	20	236.0084744	219.317122	210.2379604	156.5247584	202.4845673	143.1782106	241.8677324	90.55385138	42.42640687	241.8677324	131.5294644	53.85164807	84.85281374	246.9817807	171.1724277	156.2049935	237.6972865	270.1851217	92.19544457	22.36067977	40	78.10249676
17	70.71067812	85.44003745	269.2582404	110.4536102	86.02325267	104.4030651	140.3566885	22.36067977	123.6931688	213.7755833	110	60.8276253	138.9244399	212.6029163	169.7056275	250.7987241	0	260.1922366	130	148.6606875	85.44003745	116.6190379	58.30951895	60.8276253	123.6931688	111.8033989	90.55385138	143.1782106	246.9817807	100	224.7220505	114.0175425	270.1851217	111.8033989	174.642492	233.2380758	215.8703314	22.36067977	208.0865205	161.245155	170.8800749	72.80109889	283.019434	237.0653918	177.2004515	120.4159458	231.9482701	220.9072203	155.5634919	170.8800749	148.6606875	224.7220505	58.30951895	176.9180601	180.2775638	84.85281374	50.99019514	167.6305461	22.36067977	150	120.4159458	210.9502311	22.36067977	240.8318916	200	100.4987562	155.241747	107.7032961	80.62257748	158.113883	90.55385138	28.28427125	143.1782106	216.3330765	128.0624847	80.62257748	201.246118	259.4224354	56.56854249	31.6227766	41.23105626	164.924225	174.642492	172.626765	28.28427125	220.2271555	238.5372088	70.71067812	128.0624847	258.069758	233.4523506	10	100	131.5294644	14.14213562	98.48857802	161.245155	250.5992817	214.7091055	184.3908891
18	190	240.4163056	133.4166406	287.923601	218.4032967	161.245155	120	280	254.9509757	58.30951895	278.5677655	320	219.544984	192.0937271	178.0449381	94.86832981	260.1922366	0	328.9376841	126.4911064	181.1077028	167.6305461	233.4523506	200	141.4213562	150.3329638	170	126.4911064	130	160.3121954	130.3840481	206.1552813	167.6305461	297.3213749	116.6190379	125.2996409	64.03124237	270.1851217	142.126704	222.0360331	111.8033989	192.3538406	141.4213562	111.8033989	98.48857802	141.4213562	36.05551275	41.23105626	180.2775638	250	188.6796226	86.02325267	312.5699922	170.2938637	212.6029163	323.8826948	210	344.3835072	271.6615541	202.4845673	273.1300057	50.99019514	240	36.05551275	60.8276253	265.7066051	120.8304597	162.788206	180	152.6433752	281.6025568	280.1785145	317.8049716	136.0147051	201.246118	192.3538406	113.137085	114.0175425	225.6102835	230	220	111.8033989	272.0294102	98.48857802	241.8677324	40	134.1640786	276.5863337	174.642492	148.6606875	174.9285568	260	211.896201	133.4166406	250	310.4834939	138.9244399	117.0469991	114.0175425	85.44003745
